Dataset,Model,RMSE,MAE,MAPE,QLIKE
synthetic_regime_garch,HAR-RV,2.5110937289808795,0.6988472456675571,21.54437440990587,1.7366632836334863
synthetic_regime_garch,RGARCH-t,4.88707429298269,1.7845802684991503,30.016061007781147,1.8348179157900844
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",5.942071919364184,2.2980915295861832,42.27846601608991,1.9769771668601193
synthetic_regime_garch,REGARCH-t,8.200008829157895,2.587978066908162,33.782588815615625,1.8676600300144803
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",9.926048807519072,4.017403548928737,74.54820033418407,3.719883301945288
synthetic_regime_garch,"GARCH(2,1)-t",10.91293643721642,4.527893644788675,94.2359583815048,16.569037801061523
synthetic_regime_garch,"GARCH(1,1)-t",10.91293748614084,4.527893884800858,94.23603741622388,16.56911712351203
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",10.913251462658868,4.529281282596983,94.22228939610054,16.59179521565757
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",10.913286467828224,4.529294597482589,94.22253874869136,16.592450108941588
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",10.918702376733965,4.528252030391947,94.21983073178114,16.586936788675093
synthetic_regime_garch,"GARCH(1,2)-t",10.918704350010982,4.528253634976619,94.22000986658723,16.587309648655125
synthetic_regime_garch,"GJR-GARCH(1,1)-t",10.923233515071226,4.532911101930708,94.25544171049766,16.729523729038945
synthetic_regime_garch,"FIGARCH(1,1)-t",10.95163461789159,4.528957038704746,93.61669689529322,15.69654362971689
synthetic_regime_garch,"EGARCH(1,1)-t",10.981266736068642,4.545048221528642,93.96121427509084,16.26296329640746
synthetic_regime_garch,"EGARCH(2,1)-t",10.999555745997723,4.548632269613257,93.96557158508811,16.34584272256513
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",11.069815926937082,4.577698124420928,94.060306650635,17.90437278040859
synthetic_sv_jump_t,HAR-RV,0.2243287816441816,0.1116521331541174,25.538487386502993,1586902598.4437468
synthetic_sv_jump_t,"ARMA(1,1)-RGARCH-t",0.6664984316488076,0.3824494819308484,64.99914714574456,0.6567887974642993
synthetic_sv_jump_t,"ARMA(1,1)-REGARCH-t",0.7601622282037978,0.5225790226215657,54.0010150228853,1.1851418776098044
synthetic_sv_jump_t,REGARCH-t,0.7745113593826062,0.5301020163499207,53.804441516328275,1.2371120315146626
synthetic_sv_jump_t,"EGARCH(1,1)-t",0.8652221680970947,0.6374485505656186,89.06941169178542,11.63509043025233
synthetic_sv_jump_t,"EGARCH(2,1)-t",0.866413955878864,0.6387192620022898,89.2628514906337,12.056915040490187
synthetic_sv_jump_t,"GARCH(1,1)-t",0.9096219878195968,0.6745404174778603,94.90974696305402,25.50260309282609
synthetic_sv_jump_t,"GARCH(1,2)-t",0.9096219994063488,0.674540471674142,94.90977456273356,25.502271361282087
synthetic_sv_jump_t,"GJR-GARCH(1,1)-t",0.90964060555725,0.6746008684945162,94.91803452064916,25.658564824635544
synthetic_sv_jump_t,"GARCH(2,1)-t",0.9096585763865592,0.6746021804133137,94.92975287453636,26.5657573050372
synthetic_sv_jump_t,"Generalized-GARCH(2,2)-t",0.9097011110049602,0.6746103169858508,94.92926406289617,26.17508378451992
synthetic_sv_jump_t,"FIGARCH(1,1)-t",0.909911000872806,0.6746760852516671,94.8943046558242,25.787863870761008
synthetic_sv_jump_t,"APGARCH/APARCH(2,1)-t",0.9116446744523516,0.6760998642985392,95.08332512028204,28.322067638175156
synthetic_sv_jump_t,"APGARCH/APARCH(1,1)-t",0.9123102913488634,0.6765316673640234,95.12108461770065,27.308754845356805
synthetic_sv_jump_t,"Threshold-GARCH(1,1)-t",0.9222620154295228,0.6829343901652072,95.4263989678412,34.980997501096304
synthetic_sv_jump_t,RGARCH-t,1.7405541608736934,1.013122236866392,117.95212547668784,0.5184644954136323
synthetic_rough_long_memory,HAR-RV,0.1346573813569641,0.0600353333836636,18.29587920328896,-0.1326045733811676
synthetic_rough_long_memory,RGARCH-t,0.2305866514486483,0.1641717962266611,41.75439810267165,0.1120225976134047
synthetic_rough_long_memory,"ARMA(1,1)-REGARCH-t",0.2945985249564221,0.2112866053574119,85.13420692986917,0.0121890589690725
synthetic_rough_long_memory,REGARCH-t,0.3369168856933183,0.1704130198610818,31.169942689023628,-0.0492102604832028
synthetic_rough_long_memory,"ARMA(1,1)-RGARCH-t",0.4526221477797107,0.2716725940511095,44.31415991566256,0.2329198865907737
synthetic_rough_long_memory,"GJR-GARCH(1,1)-t",0.6435598428815951,0.452395536790227,94.26466806990496,15.084783807043154
synthetic_rough_long_memory,"FIGARCH(1,1)-t",0.6437355618953063,0.4524512298717333,94.2614714165404,15.07614648045352
synthetic_rough_long_memory,"GARCH(2,1)-t",0.6437395840431896,0.4524613276898757,94.26691414262288,15.090965195850812
synthetic_rough_long_memory,"GARCH(1,1)-t",0.6437395844702561,0.4524614932626616,94.2670169851144,15.091260013407304
synthetic_rough_long_memory,"Generalized-GARCH(2,2)-t",0.6438179480660422,0.4524721331038819,94.26330376731026,15.156007652097944
synthetic_rough_long_memory,"GARCH(1,2)-t",0.6438180726100672,0.4524722079696645,94.26332573663264,15.15607366993235
synthetic_rough_long_memory,"EGARCH(1,1)-t",0.6482027470792167,0.4539774840294709,94.21489595573156,15.516179772883175
synthetic_rough_long_memory,"APGARCH/APARCH(1,1)-t",0.6483922831707947,0.455163200467058,94.66954267096278,16.77404522360758
synthetic_rough_long_memory,"APGARCH/APARCH(2,1)-t",0.648393579655793,0.4551638965890818,94.66962221465344,16.77445724648401
synthetic_rough_long_memory,"EGARCH(2,1)-t",0.6484088516694083,0.4540298762115203,94.21310469691298,15.85647243028962
synthetic_rough_long_memory,"Threshold-GARCH(1,1)-t",0.6547061263329146,0.458150882790566,94.83715549927184,18.998763767452292
