Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_regime_garch,"EGARCH(2,1)-t",0.05,-0.5021420843247046,-0.9005136610791065,0.0365079365079365,0.0365079365079365,0.1849843808183138,0.0121770882028281,630,23
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",0.05,-0.5060686824874082,-0.907555403640553,0.0476190476190476,0.0476190476190476,0.1851238064994211,0.01530903017002,630,30
synthetic_regime_garch,"GARCH(1,2)-t",0.05,-0.5060648285860017,-0.9075484922683072,0.0476190476190476,0.0476190476190476,0.1851239461879781,0.0153082537314457,630,30
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",0.05,-0.4772633894501794,-0.8558975946236178,0.0476190476190476,0.0476190476190476,0.1857664746133965,0.015598977381434,630,30
synthetic_regime_garch,"EGARCH(1,1)-t",0.05,-0.50386162409175,-0.903597387975002,0.0444444444444444,0.0444444444444444,0.1862073780002161,0.0138860966175127,630,28
synthetic_regime_garch,"FIGARCH(1,1)-t",0.05,-0.517044522079553,-0.927238863368553,0.0396825396825396,0.0396825396825396,0.1862290942453487,0.0128248348173462,630,25
synthetic_regime_garch,"GJR-GARCH(1,1)-t",0.05,-0.5024453429905018,-0.9010575082887228,0.0523809523809523,0.0523809523809523,0.1865288019613125,0.0156462116788657,630,33
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",0.05,-0.5052835412143921,-0.9061473749883062,0.0523809523809523,0.0523809523809523,0.1866160842027877,0.0159496524168192,630,33
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",0.05,-0.5052717409683423,-0.9061262130839298,0.0523809523809523,0.0523809523809523,0.1866161039816272,0.015947829783131,630,33
synthetic_regime_garch,"GARCH(2,1)-t",0.05,-0.5058773828109091,-0.9072123374498768,0.0523809523809523,0.0523809523809523,0.1867978297453956,0.0149325780840714,630,33
synthetic_regime_garch,"GARCH(1,1)-t",0.05,-0.5058765140964712,-0.9072107795457628,0.0523809523809523,0.0523809523809523,0.186798176178063,0.0149320303802741,630,33
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",0.05,-1.077179787097702,-1.93175426637317,0.004594180704441,0.004594180704441,0.2586115428940881,0.0019466565852922,653,3
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",0.05,-1.7221724211834508,-3.088448151273744,0.001531393568147,0.001531393568147,0.3504614831294311,0.0009489999666506,653,1
synthetic_regime_garch,RGARCH-t,0.05,-1.9133877537674704,-3.431363084267786,0.001531393568147,0.001531393568147,0.380009786971918,0.001266430515007,653,1
synthetic_regime_garch,REGARCH-t,0.05,-1.990886766683846,-3.570345499862759,0.0,0.0,0.3920319576088429,0.0,653,0
synthetic_regime_garch,Naive-RV,0.05,-2.3048746875135464,-4.133433958184712,0.0,0.0,0.4414471920799787,0.0,653,0
synthetic_regime_garch,HAR-RV,0.05,-2.3640375570640755,-4.239533354992971,0.0,0.0,0.4505697284547758,0.0,653,0
synthetic_sv_jump_t,"Threshold-GARCH(1,1)-t",0.05,-0.16767207219493,-0.3302097124271099,0.1063492063492063,0.1063492063492063,0.0801826612858158,0.0147661848632112,630,67
synthetic_sv_jump_t,"APGARCH/APARCH(1,1)-t",0.05,-0.1832497810717523,-0.3608881116450105,0.0984126984126984,0.0984126984126984,0.0806958951808429,0.0139457440468194,630,62
synthetic_sv_jump_t,"GARCH(1,1)-t",0.05,-0.1882370529972077,-0.3707099359162932,0.0936507936507936,0.0936507936507936,0.0808444866302594,0.0147281539118495,630,59
synthetic_sv_jump_t,"GARCH(1,2)-t",0.05,-0.1882370863332606,-0.3707100015675869,0.0936507936507936,0.0936507936507936,0.0808446102861521,0.0147279086277024,630,59
synthetic_sv_jump_t,"GJR-GARCH(1,1)-t",0.05,-0.1881026993432235,-0.3704453427681029,0.0936507936507936,0.0936507936507936,0.0808517745865745,0.0138095921391945,630,59
synthetic_sv_jump_t,"FIGARCH(1,1)-t",0.05,-0.1878854401434971,-0.3700174772510572,0.0936507936507936,0.0936507936507936,0.0810845384481681,0.0141540153440827,630,59
synthetic_sv_jump_t,"GARCH(2,1)-t",0.05,-0.1876654588029454,-0.3695842508093964,0.0968253968253968,0.0968253968253968,0.0818513770703324,0.0131710944544378,630,61
