Dataset,Model,RMSE,MAE,MAPE,QLIKE
synthetic_regime_garch,HAR-RV,2.5522533553611604,0.6847238462578628,48.39010279349507,2442730915.63255
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",3.4899518114329795,0.9687273402330444,32.50857153523017,0.98548501192118
synthetic_regime_garch,RGARCH-t,3.585453374187796,0.9976435233599634,33.34487266767326,1.004415005521578
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",4.879872521810485,1.5573291035076031,60.242416207689885,1.0329634988996854
synthetic_regime_garch,REGARCH-t,5.399011908505369,1.460742329925937,59.92329463889171,1.1510975675148678
synthetic_regime_garch,"FIGARCH(1,1)-t",5.921490522330926,2.02892566687575,84.34033676204211,5.328299779521305
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",5.921738289346534,2.029990702710049,85.56620064769986,5.866706411511758
synthetic_regime_garch,"GARCH(1,1)-t",5.922026950546613,2.0299499853782255,85.55184532730887,5.858688360329396
synthetic_regime_garch,"GARCH(2,1)-t",5.922029243865504,2.029950043790721,85.55182188515104,5.858690710948202
synthetic_regime_garch,"GARCH(1,2)-t",5.928265070321094,2.029981708357522,85.44416912647448,5.868653938759058
synthetic_regime_garch,"GJR-GARCH(1,1)-t",5.946647492289058,2.038481696519604,85.72807709047666,5.912881006639616
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",5.966272627052524,2.0449410636423804,85.8300892793733,5.988860767590184
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",5.9662774180693665,2.0449445070753316,85.83008078258985,5.988842410599602
synthetic_regime_garch,"EGARCH(1,1)-t",6.0454124602727655,2.0619597680002815,85.18811016761205,5.878185694552558
synthetic_regime_garch,"EGARCH(2,1)-t",6.054365685535886,2.063616119246564,85.171692073306,5.901489268219179
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",6.132067502513743,2.09422088660203,85.63809885030118,6.564931356361201
synthetic_sv_jump_t,HAR-RV,0.2189061722760001,0.1068663130512021,58.5054305967755,1167056232.6763098
synthetic_sv_jump_t,RGARCH-t,0.2557465343609961,0.1413276274371479,79.0469476182667,-0.5357684268300685
synthetic_sv_jump_t,"EGARCH(2,1)-t",0.4151574009236439,0.2632227424926642,74.79675994521536,1.7017757679117236
synthetic_sv_jump_t,"EGARCH(1,1)-t",0.415173886428878,0.2621776337292978,74.40000296091162,1.657316182969676
synthetic_sv_jump_t,"ARMA(1,1)-REGARCH-t",0.4392823308679368,0.2654574416196646,65.28510006817427,1.1976712371496616
synthetic_sv_jump_t,"GARCH(2,1)-t",0.4641083902436638,0.2979621350471232,86.85321890201404,5.970520772078868
synthetic_sv_jump_t,"GARCH(1,1)-t",0.4645129402566458,0.2979543483635434,86.71270826645086,5.935214203355708
synthetic_sv_jump_t,"GARCH(1,2)-t",0.4645129409401188,0.2979543336035585,86.71268702217479,5.935196481289112
synthetic_sv_jump_t,"Generalized-GARCH(2,2)-t",0.4646313997207416,0.298049055860933,86.90518348417615,6.148392038286698
synthetic_sv_jump_t,"FIGARCH(1,1)-t",0.4646718025670902,0.298127334350754,86.67788786055254,5.944670216916072
synthetic_sv_jump_t,"APGARCH/APARCH(2,1)-t",0.4647713184043673,0.2982235107217201,86.8848763205768,6.0169717337245
synthetic_sv_jump_t,"GJR-GARCH(1,1)-t",0.4648973242889863,0.2981162153741522,86.7088671128136,5.948660026529535
synthetic_sv_jump_t,"APGARCH/APARCH(1,1)-t",0.4661137233124554,0.2988004087927632,86.83518893772431,6.063847658806058
synthetic_sv_jump_t,REGARCH-t,0.468509142407387,0.289165959849454,71.22567348692057,2.6703615150151743
synthetic_sv_jump_t,"Threshold-GARCH(1,1)-t",0.4823000764803721,0.3073672501470625,88.18745558418073,8.197068837665828
synthetic_sv_jump_t,"ARMA(1,1)-RGARCH-t",0.5047628072441506,0.3562781673676533,260.38557313882893,-0.3777914434167407
synthetic_rough_long_memory,HAR-RV,0.1316194527252907,0.0633580429207539,55.403406949033055,-0.9878529026567868
synthetic_rough_long_memory,"ARMA(1,1)-REGARCH-t",0.2387577610083031,0.1182955796495071,72.12526377480437,-0.8081541581667187
