Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_regime_garch,"GARCH(1,2)-t",0.05,-0.3447613984973668,-0.6094941564025246,0.0538641686182669,0.0538641686182669,0.1297278737943156,0.0124652377425914,427,23
synthetic_regime_garch,"EGARCH(2,1)-t",0.05,-0.3581364062492357,-0.6331394632789112,0.0444964871194379,0.0444964871194379,0.1301130242280399,0.011609064154546,427,19
synthetic_regime_garch,"FIGARCH(1,1)-t",0.05,-0.3581915038982168,-0.633236868891117,0.0444964871194379,0.0444964871194379,0.1304701565289475,0.0106302930123971,427,19
synthetic_regime_garch,"GJR-GARCH(1,1)-t",0.05,-0.3471868995135119,-0.6137821326728727,0.0608899297423887,0.0608899297423887,0.130542944220748,0.0143278707708136,427,26
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",0.05,-0.3470681069331082,-0.6135721225502327,0.0562060889929742,0.0562060889929742,0.1305527558971764,0.01323900014321,427,24
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",0.05,-0.3470676952237235,-0.6135713947005802,0.0562060889929742,0.0562060889929742,0.1305527784303068,0.013238743838918,427,24
synthetic_regime_garch,"GARCH(1,1)-t",0.05,-0.345323121906374,-0.6104872117062695,0.0608899297423887,0.0608899297423887,0.1305689896503677,0.0129095656487299,427,26
synthetic_regime_garch,"GARCH(2,1)-t",0.05,-0.3453257052917757,-0.6104917788019855,0.0608899297423887,0.0608899297423887,0.1305692322035326,0.0129096675001995,427,26
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",0.05,-0.3452299376732343,-0.6103224738736264,0.0608899297423887,0.0608899297423887,0.1306719986556749,0.0127828621096901,427,26
synthetic_regime_garch,"EGARCH(1,1)-t",0.05,-0.3590335766551449,-0.6347255460656799,0.0491803278688524,0.0491803278688524,0.1307950414882328,0.0120115735592816,427,21
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",0.05,-0.3580575787439918,-0.6330001063090785,0.0468384074941452,0.0468384074941452,0.1309701604519248,0.0117463454777875,427,20
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",0.05,-0.8402548450231785,-1.4854633383048177,0.0068493150684931,0.0068493150684931,0.1857165659959817,0.0017552732069134,438,3
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",0.05,-0.8763845351350581,-1.5493360197935282,0.002283105022831,0.002283105022831,0.189995790108484,0.0006564220688492,438,1
synthetic_regime_garch,RGARCH-t,0.05,-0.940929649010676,-1.6634435443104445,0.0045662100456621,0.0045662100456621,0.200192918493812,0.0015214366801992,438,2
synthetic_regime_garch,REGARCH-t,0.05,-1.0905223995301043,-1.92790443720379,0.002283105022831,0.002283105022831,0.2219329740458149,0.0015990419178531,438,1
synthetic_regime_garch,HAR-RV,0.05,-1.153546762896132,-2.0393234688877464,0.002283105022831,0.002283105022831,0.2319523874084803,0.0014465176554308,438,1
synthetic_sv_jump_t,"GARCH(1,2)-t",0.05,-0.2151151530567998,-0.4367597163927181,0.0889929742388758,0.0889929742388758,0.0938588698406025,0.0177787285111924,427,38
synthetic_sv_jump_t,"GARCH(1,1)-t",0.05,-0.2151152969457294,-0.4367600085380515,0.0889929742388758,0.0889929742388758,0.0938588814797478,0.0177787393744122,427,38
synthetic_sv_jump_t,"Threshold-GARCH(1,1)-t",0.05,-0.1924937359155782,-0.3908302521285595,0.1100702576112412,0.1100702576112412,0.0938678350298884,0.0177075331979635,427,47
synthetic_sv_jump_t,"GJR-GARCH(1,1)-t",0.05,-0.2154128316959218,-0.4373641091384249,0.0983606557377049,0.0983606557377049,0.0940905939891509,0.0175229924826664,427,42
