Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_regime_garch,"GARCH(1,2)-t",0.025,-0.8188921526818413,-1.2490399462227249,0.0023121387283236,0.0023121387283236,0.1997747196931272,0.001519350055211,865,2
synthetic_regime_garch,"EGARCH(2,1)-t",0.025,-0.8088996772017679,-1.2337986217144998,0.0023121387283236,0.0023121387283236,0.2004045058752672,0.0011453911324955,865,2
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",0.025,-0.7576222302453729,-1.1555861496824982,0.0034682080924855,0.0034682080924855,0.2013457364272501,0.0007795258649498,865,3
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",0.025,-0.8060690871757933,-1.229481178932513,0.0023121387283236,0.0023121387283236,0.201436386119218,0.0012017395476408,865,2
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",0.025,-0.806088220032265,-1.2295103618987198,0.0023121387283236,0.0023121387283236,0.2014364412718409,0.0012020233456703,865,2
synthetic_regime_garch,"EGARCH(1,1)-t",0.025,-0.8105755559090974,-1.2363548062421246,0.0034682080924855,0.0034682080924855,0.2014469872106616,0.0013385340233528,865,3
synthetic_regime_garch,"FIGARCH(1,1)-t",0.025,-0.8543942325168501,-1.3031905639111356,0.0023121387283236,0.0023121387283236,0.2014959623584319,0.0012421062211555,865,2
synthetic_regime_garch,"GJR-GARCH(1,1)-t",0.025,-0.8116355728730992,-1.237971629076946,0.0023121387283236,0.0023121387283236,0.2015141919701529,0.001250173555774,865,2
synthetic_regime_garch,"GARCH(1,1)-t",0.025,-0.8185921352780865,-1.2485823356318493,0.0034682080924855,0.0034682080924855,0.2018384745456053,0.0014707388640126,865,3
synthetic_regime_garch,"GARCH(2,1)-t",0.025,-0.818594188182844,-1.2485854668867278,0.0034682080924855,0.0034682080924855,0.2018385136396418,0.0014707450385676,865,3
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",0.025,-0.818291019292054,-1.2481230493952322,0.0034682080924855,0.0034682080924855,0.2021341678778571,0.0013820788923885,865,3
synthetic_regime_garch,REGARCH-t,0.025,-2.061991771411969,-3.1451151202773246,0.0,0.0,0.2875318527215733,0.0,876,0
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",0.025,-2.22688211084785,-3.3966190820959183,0.0,0.0,0.3016796342229614,0.0,876,0
synthetic_regime_garch,HAR-RV,0.025,-2.5353375727820175,-3.8671000756243137,0.0,0.0,0.3293291600655912,0.0,876,0
synthetic_regime_garch,RGARCH-t,0.025,-3.1871033010768337,-4.861225404036711,0.0,0.0,0.3933593240830181,0.0,876,0
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",0.025,-3.396503565119197,-5.180619470376136,0.0,0.0,0.4144364625798388,0.0,876,0
synthetic_sv_jump_t,"Threshold-GARCH(1,1)-t",0.025,-0.2652983089883478,-0.4399592742718488,0.0254335260115606,0.0254335260115606,0.080894135403561,0.0038274160601075,865,22
synthetic_sv_jump_t,"APGARCH/APARCH(1,1)-t",0.025,-0.2830202207412566,-0.4693485284410563,0.0208092485549132,0.0208092485549132,0.0811344573131025,0.0044964346715906,865,18
synthetic_sv_jump_t,"GARCH(1,2)-t",0.025,-0.3025761924842472,-0.501779308601456,0.0080924855491329,0.0080924855491329,0.0813310529602091,0.0035409835825839,865,7
synthetic_sv_jump_t,"GARCH(1,1)-t",0.025,-0.3025775908917548,-0.5017816276601585,0.0080924855491329,0.0080924855491329,0.0813313710608511,0.0035407428923272,865,7
synthetic_sv_jump_t,"GJR-GARCH(1,1)-t",0.025,-0.3015778289744878,-0.5001236656126705,0.0104046242774566,0.0104046242774566,0.0813598427927895,0.0034425605290774,865,9
synthetic_sv_jump_t,"FIGARCH(1,1)-t",0.025,-0.3018909647210463,-0.5006429564303535,0.0080924855491329,0.0080924855491329,0.0815549097009474,0.0032822655799756,865,7
synthetic_sv_jump_t,"GARCH(2,1)-t",0.025,-0.3016939603698348,-0.5003162529103878,0.0196531791907514,0.0196531791907514,0.082668623330411,0.0047732707531557,865,17
synthetic_sv_jump_t,"Generalized-GARCH(2,2)-t",0.025,-0.3018160566287219,-0.5005187320805572,0.0196531791907514,0.0196531791907514,0.082776660331643,0.0044831705562772,865,17
synthetic_sv_jump_t,"APGARCH/APARCH(2,1)-t",0.025,-0.2884786577498187,-0.4784005649734528,0.0393063583815028,0.0393063583815028,0.0832060207888053,0.0042483943779632,865,34
synthetic_sv_jump_t,"EGARCH(1,1)-t",0.025,-0.4167443129115169,-0.6911107958608368,0.0,0.0,0.0851298867676549,0.0,865,0
synthetic_sv_jump_t,"EGARCH(2,1)-t",0.025,-0.4142826184210934,-0.6870284278818788,0.006936416184971,0.006936416184971,0.0861203506320991,0.0031743955364098,865,6
synthetic_sv_jump_t,REGARCH-t,0.025,-0.7358001880780896,-1.2202192995136816,0.0045662100456621,0.0045662100456621,0.1151837267372609,0.0014503492236418,876,4
synthetic_sv_jump_t,"ARMA(1,1)-REGARCH-t",0.025,-0.7700972371176826,-1.2770960465335364,0.0045662100456621,0.0045662100456621,0.1183630759481362,0.0016225112429606,876,4
synthetic_sv_jump_t,HAR-RV,0.025,-0.9137471507945456,-1.5153188682751633,0.0114155251141552,0.0114155251141552,0.134135042687718,0.0014515293113573,876,10
synthetic_sv_jump_t,RGARCH-t,0.025,-1.0001315276567004,-1.6585749934183094,0.002283105022831,0.002283105022831,0.1416726695846288,0.0004176384618277,876,2
synthetic_sv_jump_t,"ARMA(1,1)-RGARCH-t",0.025,-1.002828961640314,-1.6630483016061832,0.002283105022831,0.002283105022831,0.1419367675087822,0.0004309627441401,876,2
synthetic_rough_long_memory,"EGARCH(2,1)-t",0.025,-0.278909403718118,-0.4088670929460244,0.0046242774566473,0.0046242774566473,0.0633394335033694,0.0006727045172215,865,4
synthetic_rough_long_memory,"Generalized-GARCH(2,2)-t",0.025,-0.2743952030383217,-0.4022495028457326,0.006936416184971,0.006936416184971,0.063841896330071,0.0010079896784476,865,6
synthetic_rough_long_memory,"GARCH(1,2)-t",0.025,-0.274398539332113,-0.4022543936838524,0.006936416184971,0.006936416184971,0.0638421595142366,0.0010079005797111,865,6
synthetic_rough_long_memory,"APGARCH/APARCH(1,1)-t",0.025,-0.2662889700714315,-0.3903661749129631,0.0104046242774566,0.0104046242774566,0.0642111653959716,0.0011222890214723,865,9
synthetic_rough_long_memory,"APGARCH/APARCH(2,1)-t",0.025,-0.2662847639720898,-0.3903600089838565,0.0104046242774566,0.0104046242774566,0.0642112373310814,0.0011222270351042,865,9
synthetic_rough_long_memory,"Threshold-GARCH(1,1)-t",0.025,-0.2575561622291283,-0.3775643198727962,0.0138728323699421,0.0138728323699421,0.0642600541546854,0.0012406550667583,865,12
synthetic_rough_long_memory,"GARCH(2,1)-t",0.025,-0.2744704453373409,-0.402359804254206,0.0092485549132947,0.0092485549132947,0.0643312713008163,0.0010297184251134,865,8
synthetic_rough_long_memory,"GARCH(1,1)-t",0.025,-0.2744747967204691,-0.4023661831620026,0.0092485549132947,0.0092485549132947,0.064331338516861,0.0010298012111794,865,8
synthetic_rough_long_memory,"GJR-GARCH(1,1)-t",0.025,-0.2741184513947551,-0.4018437989201402,0.0092485549132947,0.0092485549132947,0.0643371594498921,0.0010808703084665,865,8
synthetic_rough_long_memory,"FIGARCH(1,1)-t",0.025,-0.2746163589987093,-0.4025737063089575,0.0092485549132947,0.0092485549132947,0.0643382576552787,0.0010286853277332,865,8
synthetic_rough_long_memory,"EGARCH(1,1)-t",0.025,-0.2796821819453132,-0.4099999467796822,0.0080924855491329,0.0080924855491329,0.0643989665319063,0.0007517030008974,865,7
synthetic_rough_long_memory,REGARCH-t,0.025,-0.4061141347019948,-0.5953428010900313,0.0045662100456621,0.0045662100456621,0.072687706658144,0.0004507103353836,876,4
synthetic_rough_long_memory,"ARMA(1,1)-REGARCH-t",0.025,-0.5384124870986744,-0.7892855008515929,0.0011415525114155,0.0011415525114155,0.081711163043994,6.239940950358884e-06,876,1
synthetic_rough_long_memory,HAR-RV,0.025,-0.8554944481874923,-1.2541116340967646,0.0,0.0,0.108846273812522,0.0,876,0
synthetic_rough_long_memory,"ARMA(1,1)-RGARCH-t",0.025,-0.968572544549111,-1.4198784096837656,0.0,0.0,0.1199843523506587,0.0,876,0
synthetic_rough_long_memory,RGARCH-t,0.025,-1.1429408072879284,-1.6754934722727708,0.0,0.0,0.1369257115616384,0.0,876,0
