Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_regime_garch,"GARCH(1,2)-t",0.025,-0.8264166374671844,-1.2502037387235856,0.0024479804161566,0.0024479804161566,0.2017997963892595,0.0014932285812852,817,2
synthetic_regime_garch,"EGARCH(2,1)-t",0.025,-0.8123832979388823,-1.2289740916549696,0.003671970624235,0.003671970624235,0.20263943992959,0.0014587232976217,817,3
synthetic_regime_garch,"FIGARCH(1,1)-t",0.025,-0.8485061478986837,-1.2836207674667062,0.0024479804161566,0.0024479804161566,0.2029598488335714,0.0012708502984702,817,2
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",0.025,-0.7676814891573087,-1.1613491601945969,0.003671970624235,0.003671970624235,0.20300450950049,0.0008254336336328,817,3
synthetic_regime_garch,"EGARCH(1,1)-t",0.025,-0.8131853770561575,-1.2301874775740174,0.003671970624235,0.003671970624235,0.2030568259540209,0.0013388748032468,817,3
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",0.025,-0.8127531063951532,-1.2295335381782857,0.0024479804161566,0.0024479804161566,0.203058995454071,0.0011899580295924,817,2
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",0.025,-0.8127453229930331,-1.2295217634414404,0.0024479804161566,0.0024479804161566,0.2030590925858547,0.0011898655320023,817,2
synthetic_regime_garch,"GJR-GARCH(1,1)-t",0.025,-0.8230294061976998,-1.2450795325967463,0.0024479804161566,0.0024479804161566,0.2031829163840036,0.0013026760709331,817,2
synthetic_regime_garch,"GARCH(2,1)-t",0.025,-0.827145381436831,-1.2513061831736596,0.003671970624235,0.003671970624235,0.203461816122387,0.0015593794930403,817,3
synthetic_regime_garch,"GARCH(1,1)-t",0.025,-0.8271402943841549,-1.2512984874763728,0.003671970624235,0.003671970624235,0.2034620494732325,0.0015592464682271,817,3
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",0.025,-0.8274245724496815,-1.2517285435573438,0.003671970624235,0.003671970624235,0.2039127918008338,0.0014284750912562,817,3
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",0.025,-1.9844686033221892,-3.002105662897535,0.0011600928074245,0.0011600928074245,0.2835186692414185,0.0005376060386151,862,1
synthetic_regime_garch,REGARCH-t,0.025,-2.0980292841680765,-3.173900350139854,0.0,0.0,0.2928245806400024,0.0,862,0
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",0.025,-2.6954094923338645,-4.077617598593724,0.0,0.0,0.3485411214392512,0.0,862,0
synthetic_regime_garch,RGARCH-t,0.025,-4.744759990653915,-7.177876643241171,0.0,0.0,0.5558698036170548,0.0,862,0
synthetic_regime_garch,Naive-RV,0.025,-5.355133859590878,-8.101250711922686,0.0,0.0,0.6203725787458332,0.0,862,0
synthetic_regime_garch,HAR-RV,0.025,-5.408570077246411,-8.182089063992828,0.0,0.0,0.6259755246638222,0.0,862,0
synthetic_sv_jump_t,"Threshold-GARCH(1,1)-t",0.025,-0.2614231140052502,-0.4398063481564916,0.02937576499388,0.02937576499388,0.081488678915966,0.0047755910154871,817,24
synthetic_sv_jump_t,"GARCH(1,2)-t",0.025,-0.2977874007519789,-0.5009839690346249,0.0085679314565483,0.0085679314565483,0.0818676570063824,0.0037827031632595,817,7
synthetic_sv_jump_t,"GARCH(1,1)-t",0.025,-0.2977873959874181,-0.5009839610189449,0.0085679314565483,0.0085679314565483,0.0818679980079885,0.0037823832462717,817,7
synthetic_sv_jump_t,"GJR-GARCH(1,1)-t",0.025,-0.2967454015401943,-0.4992309569880019,0.011015911872705,0.011015911872705,0.0818895191792476,0.0037723909368554,817,9
synthetic_sv_jump_t,"FIGARCH(1,1)-t",0.025,-0.297291198904291,-0.5001491816310303,0.0097919216646266,0.0097919216646266,0.0820910469023043,0.0038145927920601,817,8
synthetic_sv_jump_t,"Generalized-GARCH(2,2)-t",0.025,-0.2970773724228067,-0.4997894496910348,0.0195838433292533,0.0195838433292533,0.0830630549951956,0.0050509992005886,817,16
synthetic_sv_jump_t,"GARCH(2,1)-t",0.025,-0.2968695511976412,-0.4994398207209368,0.025703794369645,0.025703794369645,0.0832470632051816,0.0060184644464604,817,21
synthetic_sv_jump_t,"APGARCH/APARCH(1,1)-t",0.025,-0.356172560009712,-0.5992085035306952,0.0134638922888616,0.0134638922888616,0.0844217931197804,0.0026365314517446,817,11
synthetic_sv_jump_t,"APGARCH/APARCH(2,1)-t",0.025,-0.3531882250849973,-0.5941877942873331,0.0134638922888616,0.0134638922888616,0.0850412615954618,0.0023645288427187,817,11
synthetic_sv_jump_t,"EGARCH(1,1)-t",0.025,-0.4207773809257087,-0.7078967137086138,0.0,0.0,0.0862905869866865,0.0,817,0
synthetic_sv_jump_t,"EGARCH(2,1)-t",0.025,-0.414954010574693,-0.6980997404846182,0.0048959608323133,0.0048959608323133,0.087131002221109,0.0022719533771711,817,4
synthetic_sv_jump_t,"ARMA(1,1)-REGARCH-t",0.025,-0.7814603092366328,-1.314693255576872,0.0034802784222737,0.0034802784222737,0.122578418397955,0.0010251459198397,862,3
synthetic_sv_jump_t,REGARCH-t,0.025,-1.1374455433208115,-1.913586610496714,0.0,0.0,0.1591808490731533,0.0,862,0
synthetic_sv_jump_t,RGARCH-t,0.025,-1.453652516951115,-2.445558830562789,0.0,0.0,0.1948049866889697,0.0,862,0
synthetic_sv_jump_t,HAR-RV,0.025,-2.0501362797067872,-3.4490559636699505,0.0,0.0,0.2640446850021393,0.0,862,0
synthetic_sv_jump_t,Naive-RV,0.025,-2.05430064631159,-3.4560619045019707,0.0,0.0,0.2644391390458443,0.0,862,0
synthetic_sv_jump_t,"ARMA(1,1)-RGARCH-t",0.025,-2.1313242053100394,-3.585642834382731,0.0,0.0,0.2742620444632675,0.0,862,0
synthetic_rough_long_memory,"EGARCH(2,1)-t",0.025,-0.2777563034648863,-0.4071117301762008,0.0048959608323133,0.0048959608323133,0.0643097510222712,0.0007065829493784,817,4
synthetic_rough_long_memory,"GARCH(1,2)-t",0.025,-0.2774349116349543,-0.4066406611768084,0.00734394124847,0.00734394124847,0.0649520525058372,0.0010395948430778,817,6
synthetic_rough_long_memory,"Generalized-GARCH(2,2)-t",0.025,-0.2774349214606411,-0.4066406755784703,0.00734394124847,0.00734394124847,0.0649520768259152,0.0010395787351832,817,6
synthetic_rough_long_memory,"APGARCH/APARCH(1,1)-t",0.025,-0.2675294227847254,-0.3921220322429108,0.0134638922888616,0.0134638922888616,0.0652862325160024,0.0014739909555585,817,11
synthetic_rough_long_memory,"APGARCH/APARCH(2,1)-t",0.025,-0.2675301595492441,-0.3921231121301148,0.0134638922888616,0.0134638922888616,0.0652862702757522,0.0014740109453525,817,11
synthetic_rough_long_memory,"Threshold-GARCH(1,1)-t",0.025,-0.2576325655375435,-0.3776160547837298,0.01468788249694,0.01468788249694,0.0653303003225421,0.0012577696077439,817,12
synthetic_rough_long_memory,"EGARCH(1,1)-t",0.025,-0.2785243415610146,-0.4082374555486065,0.0085679314565483,0.0085679314565483,0.0654143100060252,0.0007693837119644,817,7
synthetic_rough_long_memory,"GARCH(1,1)-t",0.025,-0.2775219686809784,-0.4067682620419871,0.0097919216646266,0.0097919216646266,0.0654256387077205,0.0010833128823378,817,8
synthetic_rough_long_memory,"GARCH(2,1)-t",0.025,-0.2775233778786977,-0.4067703275249824,0.0097919216646266,0.0097919216646266,0.065425677204959,0.0010833265956546,817,8
synthetic_rough_long_memory,"FIGARCH(1,1)-t",0.025,-0.2776395063797513,-0.4069405388735528,0.0097919216646266,0.0097919216646266,0.065429651644014,0.0010838048953007,817,8
synthetic_rough_long_memory,"GJR-GARCH(1,1)-t",0.025,-0.2771774129031688,-0.4062632412842348,0.0097919216646266,0.0097919216646266,0.0654380271483677,0.0011532457197864,817,8
synthetic_rough_long_memory,RGARCH-t,0.025,-1.001878125874979,-1.4684683377571504,0.0,0.0,0.1229687649044248,0.0,862,0
synthetic_rough_long_memory,REGARCH-t,0.025,-1.5743940412376016,-2.307613811502102,0.0,0.0,0.1808928989379915,0.0,862,0
