Dataset,Model,RMSE,MAE,MAPE,QLIKE
synthetic_regime_garch,HAR-RV,2.285173402010716,0.6430161908287806,8.79388128593191,2.5739764873010813
synthetic_regime_garch,RGARCH-t,6.376302003428013,2.607219076696576,17.631218567586824,2.6032321497142976
synthetic_regime_garch,REGARCH-t,15.299002354762116,7.956631414428733,82.88041214044104,6.015677324757957
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",15.308963917095438,8.044227470566936,85.25004581071583,6.821410375556201
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",15.618362171352512,7.499961969385699,62.7383170594886,4.174802052121068
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",17.365964040052432,9.259505416153988,97.33604622229235,43.85894266865924
synthetic_regime_garch,"GARCH(2,1)-t",17.36731326937593,9.260056344949623,97.33678345455196,43.78606282480043
synthetic_regime_garch,"GARCH(1,1)-t",17.367320792708174,9.260060624112942,97.33682042890038,43.78611542089093
synthetic_regime_garch,"GARCH(1,2)-t",17.37003711119824,9.261086462047247,97.3417128412335,43.59190372155861
synthetic_regime_garch,"GJR-GARCH(1,1)-t",17.376829717659007,9.264616601298028,97.33004788003008,44.169273488588345
synthetic_regime_garch,"FIGARCH(1,1)-t",17.38507903499722,9.256233510906156,97.07540936085736,40.98746028459024
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",17.39493058324131,9.273003696168942,97.3705095863684,44.92033107492037
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",17.39494027743454,9.27300919561885,97.37056143837836,44.92084275428942
synthetic_regime_garch,"EGARCH(1,1)-t",17.435202661716843,9.28427310631628,97.29214911919648,43.676138351742885
synthetic_regime_garch,"EGARCH(2,1)-t",17.437966321432352,9.285229064605163,97.29637494076238,43.64833647526031
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",17.503670402430515,9.316158399124417,97.41045856945468,48.11091472411835
synthetic_sv_jump_t,HAR-RV,0.2005008618166494,0.099473418400904,9.561540987637567,634426802.4385095
synthetic_sv_jump_t,"ARMA(1,1)-RGARCH-t",0.5344406461611656,0.3402086276846808,26.22908354835432,1.0516057408639383
synthetic_sv_jump_t,RGARCH-t,0.8707757723316286,0.6930318154267755,49.284283754822965,1.311082424006944
synthetic_sv_jump_t,REGARCH-t,1.24358499734593,0.9729228660039628,63.587068485055454,2.0924604185050875
synthetic_sv_jump_t,"ARMA(1,1)-REGARCH-t",1.4774255428644765,1.181414282196976,81.43941620293663,5.036795108894047
synthetic_sv_jump_t,"EGARCH(1,1)-t",1.627631154929255,1.3325897549164578,94.77089342401062,37.56499771295754
synthetic_sv_jump_t,"EGARCH(2,1)-t",1.6296848802241164,1.3344311224925156,94.90325642012488,39.14062506232744
synthetic_sv_jump_t,"APGARCH/APARCH(1,1)-t",1.651268345223467,1.3547047275665898,96.13656735753727,55.14749390462163
synthetic_sv_jump_t,"APGARCH/APARCH(2,1)-t",1.6520830255483625,1.3553481234812197,96.18798128396168,56.72666513614269
synthetic_sv_jump_t,"GARCH(1,2)-t",1.662581688711098,1.3658094892392398,97.45221175487949,79.56665531834868
synthetic_sv_jump_t,"GARCH(1,1)-t",1.6625817645928975,1.365809680120891,97.45224637591024,79.56508711241807
synthetic_sv_jump_t,"Generalized-GARCH(2,2)-t",1.662603878085868,1.365849528399214,97.45989384590146,80.98994586800364
synthetic_sv_jump_t,"GARCH(2,1)-t",1.6626160143292643,1.3658334320258774,97.45523459482985,82.9387940106287
synthetic_sv_jump_t,"FIGARCH(1,1)-t",1.6627480441333984,1.3659321120106398,97.45998280855194,78.83505065048729
synthetic_sv_jump_t,"GJR-GARCH(1,1)-t",1.6629602457082655,1.3661298753439184,97.47372136116746,79.91854089666388
synthetic_sv_jump_t,"Threshold-GARCH(1,1)-t",1.6741956664359214,1.3751219900648453,97.94896313133292,94.85995110479772
synthetic_rough_long_memory,HAR-RV,0.123387388072584,0.0571532902433819,9.087670993745304,0.4202581624530948
synthetic_rough_long_memory,REGARCH-t,0.4504963541276466,0.2384192764085515,23.32910143698001,0.47297309244808
synthetic_rough_long_memory,"ARMA(1,1)-REGARCH-t",0.4687405858776931,0.3945394662972714,94.94861830735084,0.6042084706917447
synthetic_rough_long_memory,"ARMA(1,1)-RGARCH-t",0.6167676762920707,0.5232572917411765,131.9949248287217,0.6943230550961667
synthetic_rough_long_memory,RGARCH-t,0.693384641372488,0.5162463059244581,67.24097944889036,1.4334707892472007
synthetic_rough_long_memory,"FIGARCH(1,1)-t",1.0693877727350214,0.7835788254420057,97.26444057933682,36.902631028706786
synthetic_rough_long_memory,"GARCH(2,1)-t",1.0693962736969065,0.783590562932357,97.26735327788369,36.947749495297735
synthetic_rough_long_memory,"GARCH(1,1)-t",1.0693963818463632,0.7835907106639656,97.26738965993783,36.94826825442863
synthetic_rough_long_memory,"GARCH(1,2)-t",1.0694206929631025,0.7835948487812782,97.26662322007417,36.97498281492237
synthetic_rough_long_memory,"Generalized-GARCH(2,2)-t",1.0694206997391174,0.7835948559653475,97.26662459284132,36.97493608869086
synthetic_rough_long_memory,"GJR-GARCH(1,1)-t",1.069911135844528,0.7837593856807081,97.26447671413888,36.87919995122989
synthetic_rough_long_memory,"EGARCH(1,1)-t",1.0720783507132745,0.7842394255690377,97.1656450768068,35.63009501857385
synthetic_rough_long_memory,"EGARCH(2,1)-t",1.072197410130337,0.7842937661168152,97.16953367675409,36.04525984376309
