Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_regime_garch,"GARCH(1,2)-t",0.025,-0.5241691775692555,-0.8033687732465993,0.0023419203747072,0.0023419203747072,0.1297278737943156,0.000960740525658,427,1
synthetic_regime_garch,"EGARCH(2,1)-t",0.025,-0.54450430454065,-0.8345354398647723,0.0023419203747072,0.0023419203747072,0.1301130242280399,0.000770004058892,427,1
synthetic_regime_garch,"FIGARCH(1,1)-t",0.025,-0.5445880740388547,-0.8346638293273506,0.0023419203747072,0.0023419203747072,0.1304701565289475,0.0009455500745989,427,1
synthetic_regime_garch,"GJR-GARCH(1,1)-t",0.025,-0.5278568667315788,-0.809020716255131,0.0023419203747072,0.0023419203747072,0.130542944220748,0.000961659223897,427,1
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",0.025,-0.5276762565778814,-0.8087439037987317,0.0023419203747072,0.0023419203747072,0.1305527558971764,0.0009034150629068,427,1
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",0.025,-0.5276756306221609,-0.8087429444266422,0.0023419203747072,0.0023419203747072,0.1305527784303068,0.000903361734904,427,1
synthetic_regime_garch,"GARCH(1,1)-t",0.025,-0.5250232119785717,-0.8046777105231183,0.0023419203747072,0.0023419203747072,0.1305689896503677,0.0006721970577726,427,1
synthetic_regime_garch,"GARCH(2,1)-t",0.025,-0.5250271397123819,-0.8046837303709607,0.0023419203747072,0.0023419203747072,0.1305692322035326,0.0006721402915115,427,1
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",0.025,-0.5248815363064687,-0.8044605710655407,0.0023419203747072,0.0023419203747072,0.1306719986556749,0.0006365555066211,427,1
synthetic_regime_garch,"EGARCH(1,1)-t",0.025,-0.5458683466748755,-0.8366260413402562,0.0023419203747072,0.0023419203747072,0.1307950414882328,0.0005712754591785,427,1
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",0.025,-0.5443844565855902,-0.8343517546945016,0.0023419203747072,0.0023419203747072,0.1309701604519248,0.0002062917640689,427,1
