Dataset,Model,VaR_alpha,Avg_VaR,Avg_ES,CovP,ViolationRate,CRPS,ES_Loss,N,Violations
synthetic_regime_garch,"GARCH(1,2)-t",0.01,-1.0578011265833138,-1.705504224640323,0.0,0.0,0.1997747196931272,0.0,865,0
synthetic_regime_garch,"EGARCH(2,1)-t",0.01,-1.044893380690816,-1.684692925997312,0.0,0.0,0.2004045058752672,0.0,865,0
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",0.01,-0.9786559146445822,-1.5778975413712737,0.0011560693641618,0.0011560693641618,0.2013457364272501,0.0005990069474022,865,1
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",0.01,-1.0412369757435156,-1.6787976646595226,0.0,0.0,0.201436386119218,0.0,865,0
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",0.01,-1.0412616905451706,-1.6788375126021793,0.0,0.0,0.2014364412718409,0.0,865,0
synthetic_regime_garch,"EGARCH(1,1)-t",0.01,-1.047058191256926,-1.6881832735430475,0.0011560693641618,0.0011560693641618,0.2014469872106616,0.000792898162933,865,1
synthetic_regime_garch,"FIGARCH(1,1)-t",0.01,-1.103660816314782,-1.7794442995864923,0.0,0.0,0.2014959623584319,0.0,865,0
synthetic_regime_garch,"GJR-GARCH(1,1)-t",0.01,-1.0484274645306364,-1.6903909676873556,0.0,0.0,0.2015141919701529,0.0,865,0
synthetic_regime_garch,"GARCH(1,1)-t",0.01,-1.057413580132115,-1.704879379295434,0.0,0.0,0.2018384745456053,0.0,865,0
synthetic_regime_garch,"GARCH(2,1)-t",0.01,-1.0574162319647866,-1.7048836548740007,0.0,0.0,0.2018385136396418,0.0,865,0
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",0.01,-1.057024614591031,-1.7042522459365377,0.0011560693641618,0.0011560693641618,0.2021341678778571,0.0007937000608897,865,1
synthetic_regime_garch,REGARCH-t,0.01,-2.6635707909299526,-4.29450406356871,0.0,0.0,0.2875318527215733,0.0,876,0
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",0.01,-2.876567320749853,-4.637920677819174,0.0,0.0,0.3016796342229614,0.0,876,0
synthetic_regime_garch,Naive-RV,0.01,-3.057050301900013,-4.928915345050732,0.0,0.0,0.3138618118010634,0.0,876,0
synthetic_regime_garch,HAR-RV,0.01,-3.275013604630056,-5.2803399411119525,0.0,0.0,0.3293291600655912,0.0,876,0
synthetic_regime_garch,RGARCH-t,0.01,-4.116929746335363,-6.637770464096172,0.0,0.0,0.3933593240830181,0.0,876,0
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",0.01,-4.387421818442098,-7.073887764519009,0.0,0.0,0.4144364625798388,0.0,876,0
synthetic_sv_jump_t,"Threshold-GARCH(1,1)-t",0.01,-0.4110783877673578,-0.6143987456888831,0.0046242774566473,0.0046242774566473,0.080894135403561,0.0014782987627697,865,4
synthetic_sv_jump_t,"APGARCH/APARCH(1,1)-t",0.01,-0.4385384003822934,-0.6554405464968726,0.0,0.0,0.0811344573131025,0.0,865,0
synthetic_sv_jump_t,"GARCH(1,2)-t",0.01,-0.4688402796742781,-0.7007298080660006,0.0,0.0,0.0813310529602091,0.0,865,0
synthetic_sv_jump_t,"GARCH(1,1)-t",0.01,-0.4688424464996373,-0.7007330466083869,0.0,0.0,0.0813313710608511,0.0,865,0
synthetic_sv_jump_t,"GJR-GARCH(1,1)-t",0.01,-0.4672933204661225,-0.6984177191179907,0.0,0.0,0.0813598427927895,0.0,865,0
synthetic_sv_jump_t,"FIGARCH(1,1)-t",0.01,-0.4677785227214194,-0.6991429035741208,0.0,0.0,0.0815549097009474,0.0,865,0
synthetic_sv_jump_t,"GARCH(2,1)-t",0.01,-0.4674732654757627,-0.6986866653615924,0.0,0.0,0.082668623330411,0.0,865,0
synthetic_sv_jump_t,"Generalized-GARCH(2,2)-t",0.01,-0.4676624530112849,-0.6989694255065763,0.0,0.0,0.082776660331643,0.0,865,0
synthetic_sv_jump_t,"APGARCH/APARCH(2,1)-t",0.01,-0.4469962209155858,-0.668081625380001,0.006936416184971,0.006936416184971,0.0832060207888053,0.0016844418420795,865,6
synthetic_sv_jump_t,"EGARCH(1,1)-t",0.01,-0.6457432047575017,-0.965129344782432,0.0,0.0,0.0851298867676549,0.0,865,0
synthetic_sv_jump_t,"EGARCH(2,1)-t",0.01,-0.641928821597059,-0.9594283585494146,0.0,0.0,0.0861203506320991,0.0,865,0
synthetic_sv_jump_t,REGARCH-t,0.01,-1.1401186693856555,-1.7040241016111335,0.0011415525114155,0.0011415525114155,0.1151837267372609,0.000419375565585,876,1
synthetic_sv_jump_t,"ARMA(1,1)-REGARCH-t",0.01,-1.1932617733810649,-1.78345191248226,0.0011415525114155,0.0011415525114155,0.1183630759481362,0.0004974960351875,876,1
synthetic_sv_jump_t,Naive-RV,0.01,-1.416005669455532,-2.116365474543463,0.0011415525114155,0.0011415525114155,0.1334857284022782,7.806875903527186e-05,876,1
synthetic_sv_jump_t,HAR-RV,0.01,-1.4158465879710382,-2.1161277109746557,0.0091324200913242,0.0091324200913242,0.134135042687718,0.00067532528272,876,8
synthetic_sv_jump_t,RGARCH-t,0.01,-1.549698742944036,-2.3161834632846143,0.0011415525114155,0.0011415525114155,0.1416726695846288,0.0004899978081122,876,1
synthetic_sv_jump_t,"ARMA(1,1)-RGARCH-t",0.01,-1.5538784032566892,-2.3224303936266515,0.0011415525114155,0.0011415525114155,0.1419367675087822,0.0004992719560665,876,1
synthetic_rough_long_memory,"EGARCH(2,1)-t",0.01,-0.3771669536444108,-0.5382431223123001,0.0,0.0,0.0633394335033694,0.0,865,0
synthetic_rough_long_memory,"Generalized-GARCH(2,2)-t",0.01,-0.3710624362067016,-0.5295315570647778,0.0,0.0,0.063841896330071,0.0,865,0
synthetic_rough_long_memory,"GARCH(1,2)-t",0.01,-0.3710669478500846,-0.5295379954894536,0.0,0.0,0.0638421595142366,0.0,865,0
synthetic_rough_long_memory,"APGARCH/APARCH(1,1)-t",0.01,-0.3601004422656731,-0.5138880395493215,0.0,0.0,0.0642111653959716,0.0,865,0
synthetic_rough_long_memory,"APGARCH/APARCH(2,1)-t",0.01,-0.3600947543912082,-0.5138799225621843,0.0,0.0,0.0642112373310814,0.0,865,0
synthetic_rough_long_memory,"Threshold-GARCH(1,1)-t",0.01,-0.3482911361371056,-0.4970353494035815,0.0034682080924855,0.0034682080924855,0.0642600541546854,0.0005295311719494,865,3
