Dataset,Model,RMSE,MAE,MAPE,QLIKE
synthetic_regime_garch,HAR-RV,2.230731469748491,0.6110768544866225,46.943648250454146,1832048187.0162628
synthetic_regime_garch,"ARMA(1,1)-REGARCH-t",3.811197290284003,1.0329570690440657,46.28263838454355,1.048250628093791
synthetic_regime_garch,REGARCH-t,4.588635682766852,1.2280345486324804,49.175422813509336,1.13663307279268
synthetic_regime_garch,RGARCH-t,5.04579493549237,1.816856396798743,110.5250444837947,1.091556506701905
synthetic_regime_garch,"FIGARCH(1,1)-t",5.231193972156297,1.8682098193368344,83.6688212484682,5.284679133136536
synthetic_regime_garch,"GARCH(2,1)-t",5.231468469858526,1.8743717030779303,85.75680270464765,6.138891167374306
synthetic_regime_garch,"GARCH(1,1)-t",5.231468598121598,1.8743722958848457,85.75691486816743,6.138939166857696
synthetic_regime_garch,"Generalized-GARCH(2,2)-t",5.231811161456378,1.8744422600165136,85.76588412068995,6.151856663042472
synthetic_regime_garch,"GARCH(1,2)-t",5.233584296204924,1.8743410892055083,85.6934858864344,6.157959439731508
synthetic_regime_garch,"GJR-GARCH(1,1)-t",5.247804075584881,1.880733567260584,85.9204610603987,6.166702690117028
synthetic_regime_garch,"APGARCH/APARCH(2,1)-t",5.261277562945442,1.8852610022952292,86.02660453401643,6.233789355277241
synthetic_regime_garch,"APGARCH/APARCH(1,1)-t",5.261311561712627,1.8852731653143744,86.02714065429734,6.234122363325964
synthetic_regime_garch,"EGARCH(1,1)-t",5.326374370880978,1.89593103902339,85.28040562425514,6.007025310994364
synthetic_regime_garch,"EGARCH(2,1)-t",5.3377642538958545,1.898041331676661,85.26243879531886,6.040628381151513
synthetic_regime_garch,"Threshold-GARCH(1,1)-t",5.409114968026521,1.9297839466828288,86.25867265539377,6.912636919783859
synthetic_regime_garch,"ARMA(1,1)-RGARCH-t",6.521908721501917,2.343208573280125,135.44663407949656,1.1421700435479751
synthetic_sv_jump_t,HAR-RV,0.1988180508051613,0.0964667081921018,56.9272950723101,1190773486.9391298
synthetic_sv_jump_t,RGARCH-t,0.2263034032288471,0.1297731283552247,104.89955415066706,-0.6432999826251177
synthetic_sv_jump_t,"ARMA(1,1)-RGARCH-t",0.2263743344630428,0.1303191389651747,106.14216795699846,-0.642512512735497
synthetic_sv_jump_t,"ARMA(1,1)-REGARCH-t",0.3216753515318419,0.1772481131088781,84.52466702090948,-0.462329358164563
synthetic_sv_jump_t,REGARCH-t,0.3388229590814324,0.1876950478955212,84.15017874729554,-0.3783471199594255
synthetic_sv_jump_t,"EGARCH(2,1)-t",0.3908662994506151,0.25117228717726,75.91270434934567,1.8388574433264235
synthetic_sv_jump_t,"EGARCH(1,1)-t",0.3909114752102943,0.2504522821847117,75.55705511703464,1.809694747142361
synthetic_sv_jump_t,"GARCH(2,1)-t",0.4304626646372853,0.2797354656711996,87.16916745255155,5.9303165881945885
synthetic_sv_jump_t,"GARCH(1,2)-t",0.4309039012679462,0.2797427212222727,87.0008377674897,5.8876059391622935
synthetic_sv_jump_t,"GARCH(1,1)-t",0.4309041856890416,0.2797427354745844,87.00072514598224,5.887436381143957
synthetic_sv_jump_t,"FIGARCH(1,1)-t",0.4309760016342329,0.2798656130906382,86.99354176072121,5.902232499266145
synthetic_sv_jump_t,"Generalized-GARCH(2,2)-t",0.4310520600841271,0.2798169392353656,87.17176763706927,6.079935150428904
synthetic_sv_jump_t,"GJR-GARCH(1,1)-t",0.431593022362915,0.2800552810221884,87.00906370538954,5.926307745867394
synthetic_sv_jump_t,"APGARCH/APARCH(2,1)-t",0.4364131905306864,0.282969212851356,87.93415490207592,6.674370965865585
synthetic_sv_jump_t,"APGARCH/APARCH(1,1)-t",0.4392193132899029,0.2844898562004491,88.07466107504337,6.920276054799373
synthetic_sv_jump_t,"Threshold-GARCH(1,1)-t",0.4476288049241853,0.2887979401566247,88.72376264255982,8.349682531129586
synthetic_rough_long_memory,HAR-RV,0.116370422927878,0.0577864766300578,66.90414692215832,-1.1612685381101182
synthetic_rough_long_memory,"ARMA(1,1)-RGARCH-t",0.1825112153382327,0.1083958146349319,105.1605282257438,-1.090680995150825
synthetic_rough_long_memory,RGARCH-t,0.2108886762333249,0.1791225983813934,276.4587612931764,-0.7850821729724444
synthetic_rough_long_memory,"ARMA(1,1)-REGARCH-t",0.2177767092775926,0.1102012210912593,52.232758677300026,-0.7160247960717855
synthetic_rough_long_memory,REGARCH-t,0.2505317406358746,0.1358480619947776,67.46149437983682,0.4605886272737681
synthetic_rough_long_memory,"GARCH(1,1)-t",0.27578811064584,0.1568456070488155,83.55288262181267,3.630540495731632
synthetic_rough_long_memory,"GARCH(2,1)-t",0.2757885849610547,0.1568460897528958,83.55354705811439,3.6308029753154902
synthetic_rough_long_memory,"FIGARCH(1,1)-t",0.2757927334779961,0.1568324970490111,83.52508318002208,3.6234435524463273
synthetic_rough_long_memory,"Generalized-GARCH(2,2)-t",0.2758359516889875,0.1568490328893856,83.5494374050255,3.653036283014278
synthetic_rough_long_memory,"GARCH(1,2)-t",0.2758363037513249,0.1568487591447183,83.54871096286193,3.652882652351639
synthetic_rough_long_memory,"GJR-GARCH(1,1)-t",0.2762443765403787,0.1569799955312823,83.53241015404417,3.6392304767546624
synthetic_rough_long_memory,"EGARCH(2,1)-t",0.2782208611598641,0.1568757578465648,82.61803108612698,3.389700642411304
synthetic_rough_long_memory,"EGARCH(1,1)-t",0.2782343697665037,0.1568282394781809,82.48956672324049,3.307200947576531
synthetic_rough_long_memory,"APGARCH/APARCH(1,1)-t",0.2788767480272539,0.1583762547205782,84.19138761826311,4.004743833787397
synthetic_rough_long_memory,"APGARCH/APARCH(2,1)-t",0.2788784070665858,0.1583769553530218,84.19170298948602,4.005024449729946
synthetic_rough_long_memory,"Threshold-GARCH(1,1)-t",0.28476712126158,0.1605370072198936,83.94303081487621,4.547517125733255
